AGENCY_ID,PRIMARY_AGENCY_ID,AGENCY_APPOINTMENT_YEAR,ACTIVE_PRODUCERS,VENDOR_IND,VENDOR
9117,99999,1964,41,Y,A
9121,2938,2006,17,Y,C
9127,9127,1981,20,Y,C
9132,99999,99999,99999,N,UNKNOWN
9143,99999,2006,12,N,UNKNOWN
9144,1525,1970,14,Y,A
9145,7138,1986,105,Y,A
9148,99999,1998,17,N,UNKNOWN
9170,9170,2012,5,Y,B
9184,6137,1986,15,Y,C
9188,8208,1985,106,Y,A
9197,7113,2012,14,Y,A
9198,9198,2001,27,N,UNKNOWN
9201,1668,2007,12,Y,G
9205,99999,2006,4,N,UNKNOWN
9226,1525,1997,20,Y,A
9234,8497,2008,70,Y,E
9243,99999,1979,6,N,UNKNOWN
9252,9252,1982,17,Y,A
9253,9253,1996,16,Y,B
9254,99999,99999,99999,N,UNKNOWN
9255,99999,2005,22,N,UNKNOWN
9258,9258,99999,99999,N,UNKNOWN
9273,9198,2006,9,N,UNKNOWN
9278,99999,1972,1,N,UNKNOWN
9285,9285,1989,73,Y,E
9286,9286,1962,8,N,UNKNOWN
9295,99999,99999,99999,N,UNKNOWN
9308,9308,2015,9,Y,E
9309,9309,1998,20,N,UNKNOWN
9314,9314,1979,6,N,UNKNOWN
9323,330,2012,10,Y,E
9324,99999,1998,18,N,UNKNOWN
9334,6756,1964,24,Y,E
9339,99999,1989,7,N,UNKNOWN
9347,470,2008,8,Y,E
9360,9360,1993,39,Y,E
9362,9362,1995,135,Y,A
9380,8133,2014,17,Y,E
9384,99999,2008,9,N,UNKNOWN
9410,9410,1989,52,Y,E
9415,9415,2012,19,N,UNKNOWN
9419,6605,2012,7,Y,A
9426,99999,2006,37,N,UNKNOWN
9427,3976,1982,10,N,UNKNOWN
9432,9432,2012,5,N,UNKNOWN
9441,9441,2015,13,N,UNKNOWN
9442,99999,1990,40,N,UNKNOWN
9449,99999,2006,4,N,UNKNOWN
9458,9458,1984,7,N,UNKNOWN
9461,9461,1986,34,Y,E
9467,99999,2008,72,N,UNKNOWN
9473,9473,1983,31,Y,C
9477,9477,2013,8,N,UNKNOWN
9487,9487,1966,11,Y,C
9493,9493,2004,6,N,UNKNOWN
9494,9494,1963,6,N,UNKNOWN
9500,99999,99999,99999,N,UNKNOWN
9502,9502,1986,25,Y,H
9513,99999,2006,38,N,UNKNOWN
9514,99999,1998,38,N,UNKNOWN
9521,5726,2000,10,Y,E
9528,9528,1979,9,N,UNKNOWN
9533,99999,1964,7,N,UNKNOWN
9535,99999,2007,15,N,UNKNOWN
9545,4529,2003,8,N,UNKNOWN
9550,9550,2008,60,Y,A
9553,99999,1985,2,N,UNKNOWN
9555,9198,2003,4,N,UNKNOWN
9557,99999,99999,99999,N,UNKNOWN
9561,99999,1977,164,N,UNKNOWN
9566,1149,1989,24,Y,A
9567,99999,1998,4,N,UNKNOWN
9570,9570,99999,99999,N,UNKNOWN
9571,9571,1940,12,N,UNKNOWN
9576,9576,1970,12,N,UNKNOWN
9581,2860,1997,19,N,UNKNOWN
9597,99999,1999,12,N,UNKNOWN
9598,99999,1996,22,Y,B
9605,9605,1976,6,N,UNKNOWN
9608,770,1966,20,Y,B
9615,99999,1986,20,N,UNKNOWN
9619,99999,1981,4,N,UNKNOWN
9620,2485,1956,47,Y,H
9623,9623,1997,2,N,UNKNOWN
9627,99999,99999,99999,N,UNKNOWN
9634,9634,2001,28,Y,E
9635,9635,1989,23,Y,C
9637,99999,99999,99999,N,UNKNOWN
9648,9648,1985,15,N,UNKNOWN
9649,9649,2008,19,Y,A
9657,7639,2010,23,Y,E
9660,6934,2008,14,Y,A
9663,99999,2002,19,N,UNKNOWN
9666,9666,2005,14,Y,E
9682,99999,1966,6,N,UNKNOWN
9683,1297,2005,29,Y,A
9687,9687,2013,13,Y,E
9689,99999,1981,5,N,UNKNOWN
9692,2056,2008,14,Y,A
9694,99999,1954,12,N,UNKNOWN
9710,5618,2014,6,N,UNKNOWN
9717,99999,2001,8,N,UNKNOWN
9725,9725,1957,29,Y,E
9726,9726,2002,30,Y,E
9727,9727,1979,26,N,UNKNOWN
9733,9733,1962,55,Y,C
9753,8497,2009,58,Y,E
9755,6879,2007,26,Y,C
9759,99999,1981,11,N,UNKNOWN
9761,9761,1961,27,Y,E
9763,5918,2005,19,N,UNKNOWN
9765,818,2010,22,Y,E
9780,2860,2000,12,Y,E
9794,99999,1971,23,N,UNKNOWN
9807,9807,1986,6,N,UNKNOWN
9830,99999,2007,39,N,UNKNOWN
9847,99999,1953,2,N,UNKNOWN
9854,99999,1948,17,N,UNKNOWN
9864,99999,2001,7,N,UNKNOWN
9866,99999,1987,22,N,UNKNOWN
9868,7113,2012,14,Y,A
9877,8497,2013,36,Y,E
9891,9891,1980,37,Y,A
9893,7097,2002,39,Y,E
9916,99999,99999,99999,N,UNKNOWN
9919,5931,1952,13,Y,C
9922,8150,2006,16,Y,E
9924,4815,2009,13,Y,E
9936,9936,1981,6,N,UNKNOWN
9939,99999,99999,99999,N,UNKNOWN
9942,9942,1951,98,Y,C
9946,99999,2003,31,N,UNKNOWN
9951,9951,2005,34,Y,E
9960,9960,2008,23,Y,A
9962,99999,99999,99999,N,UNKNOWN
9966,99999,1988,28,N,UNKNOWN
9969,8652,1998,16,Y,E
9975,99999,99999,99999,N,UNKNOWN
9998,9998,1999,14,Y,C
